Heuristic,Metric,Value,Epoch
SJF,MeanSlowdown,1.8125,1
SJF,MaxRew,-1.5601036014257468,1
SJF,MeanRew_upper,-4.072361761532166,1
SJF,MeanSlowdown,1.8125,2
SJF,MaxRew,-1.5601036014257468,2
SJF,MeanRew_upper,-4.072361761532166,2
SJF,MeanSlowdown,1.8125,3
SJF,MaxRew,-1.5601036014257468,3
SJF,MeanRew_upper,-4.072361761532166,3
SJF,MeanSlowdown,1.8125,4
SJF,MaxRew,-1.5601036014257468,4
SJF,MeanRew_upper,-4.072361761532166,4
SJF,MeanSlowdown,1.8125,5
SJF,MaxRew,-1.5601036014257468,5
SJF,MeanRew_upper,-4.072361761532166,5
SJF,MeanSlowdown,1.8125,6
SJF,MaxRew,-1.5601036014257468,6
SJF,MeanRew_upper,-4.072361761532166,6
SJF,MeanSlowdown,1.8125,7
SJF,MaxRew,-1.5601036014257468,7
SJF,MeanRew_upper,-4.072361761532166,7
SJF,MeanSlowdown,1.8125,8
SJF,MaxRew,-1.5601036014257468,8
SJF,MeanRew_upper,-4.072361761532166,8
SJF,MeanSlowdown,1.8125,9
SJF,MaxRew,-1.5601036014257468,9
SJF,MeanRew_upper,-4.072361761532166,9
SJF,MeanSlowdown,1.8125,10
SJF,MaxRew,-1.5601036014257468,10
SJF,MeanRew_upper,-4.072361761532166,10
SJF,MeanSlowdown,1.8125,11
SJF,MaxRew,-1.5601036014257468,11
SJF,MeanRew_upper,-4.072361761532166,11
SJF,MeanSlowdown,1.8125,12
SJF,MaxRew,-1.5601036014257468,12
SJF,MeanRew_upper,-4.072361761532166,12
SJF,MeanSlowdown,1.8125,13
SJF,MaxRew,-1.5601036014257468,13
SJF,MeanRew_upper,-4.072361761532166,13
SJF,MeanSlowdown,1.8125,14
SJF,MaxRew,-1.5601036014257468,14
SJF,MeanRew_upper,-4.072361761532166,14
SJF,MeanSlowdown,1.8125,15
SJF,MaxRew,-1.5601036014257468,15
SJF,MeanRew_upper,-4.072361761532166,15
SJF,MeanSlowdown,1.8125,16
SJF,MaxRew,-1.5601036014257468,16
SJF,MeanRew_upper,-4.072361761532166,16
SJF,MeanSlowdown,1.8125,17
SJF,MaxRew,-1.5601036014257468,17
SJF,MeanRew_upper,-4.072361761532166,17
SJF,MeanSlowdown,1.8125,18
SJF,MaxRew,-1.5601036014257468,18
SJF,MeanRew_upper,-4.072361761532166,18
SJF,MeanSlowdown,1.8125,19
SJF,MaxRew,-1.5601036014257468,19
SJF,MeanRew_upper,-4.072361761532166,19
SJF,MeanSlowdown,1.8125,20
