Name,Value,Timestamp,Step
NumTrajs,150.0,0,1
NumTimesteps,21453.0,0,1
MaxRew,-28.118205443751375,0,1
MeanRew_lower,12.861870493652475,0,1
MeanRew_upper,-43.56960369960287,0,1
MeanSlowdown,5.7877551020408164,0,1
MeanLen+,143.02,0,1
MeanLen-,13.246619694598818,0,1
MeanEntropy,2.772568702697754,0,1
NumTrajs,150.0,0,2
NumTimesteps,21767.0,0,2
MaxRew,-27.49864347358001,0,2
MeanRew_lower,11.960107757763549,0,2
MeanRew_upper,-42.283178144580816,0,2
MeanSlowdown,5.86204081632653,0,2
MeanLen+,145.11333333333334,0,2
MeanLen-,15.001127365042343,0,2
MeanEntropy,2.7713782787323,0,2
NumTrajs,150.0,0,3
NumTimesteps,21652.0,0,3
MaxRew,-29.58089381830633,0,3
MeanRew_lower,10.75681699801592,0,3
MeanRew_upper,-42.589417109298026,0,3
MeanSlowdown,6.0364625850340135,0,3
MeanLen+,144.34666666666666,0,3
MeanLen-,14.537760793495293,0,3
MeanEntropy,2.7619354724884033,0,3
NumTrajs,150.0,0,4
NumTimesteps,22005.0,0,4
MaxRew,-26.4524303090182,0,4
MeanRew_lower,11.014398915951507,0,4
MeanRew_upper,-39.90118838607924,0,4
MeanSlowdown,6.255510204081633,0,4
MeanLen+,146.7,0,4
MeanLen-,15.671949463930773,0,4
MeanEntropy,2.743455648422241,0,4
NumTrajs,150.0,0,5
NumTimesteps,22644.0,0,5
MaxRew,-27.70409498034287,0,5
MeanRew_lower,10.737669391792464,0,5
MeanRew_upper,-40.58290048376328,0,5
MeanSlowdown,6.944353741496599,0,5
MeanLen+,150.96,0,5
MeanLen-,18.918379070804843,0,5
MeanEntropy,2.6991262435913086,0,5
NumTrajs,150.0,0,6
NumTimesteps,23259.0,0,6
MaxRew,-26.396922055737104,0,6
MeanRew_lower,9.619653640885833,0,6
MeanRew_upper,-38.30515346196039,0,6
MeanSlowdown,7.05891156462585,0,6
MeanLen+,155.06,0,6
MeanLen-,19.298438624234173,0,6
MeanEntropy,2.669952869415283,0,6
NumTrajs,150.0,0,7
NumTimesteps,23204.0,0,7
MaxRew,-26.9798504830677,0,7
MeanRew_lower,10.626552332473862,0,7
MeanRew_upper,-38.855817474656284,0,7
MeanSlowdown,6.908027210884354,0,7
MeanLen+,154.69333333333333,0,7
MeanLen-,22.457648041492583,0,7
MeanEntropy,2.6761608123779297,0,7
NumTrajs,150.0,0,8
NumTimesteps,22919.0,0,8
MaxRew,-28.183622651577995,0,8
MeanRew_lower,10.141895505420777,0,8
MeanRew_upper,-39.42191180889726,0,8
MeanSlowdown,7.196326530612245,0,8
MeanLen+,152.79333333333332,0,8
MeanLen-,16.187359952204133,0,8
MeanEntropy,2.6476798057556152,0,8
NumTrajs,150.0,0,9
NumTimesteps,22939.0,0,9
MaxRew,-27.561978376951906,0,9
MeanRew_lower,12.60437690159065,0,9
MeanRew_upper,-41.09190435764443,0,9
MeanSlowdown,6.972925170068027,0,9
MeanLen+,152.92666666666668,0,9
MeanLen-,17.15462878901461,0,9
MeanEntropy,2.6720945835113525,0,9
NumTrajs,150.0,0,10
NumTimesteps,23627.0,0,10
MaxRew,-27.615414665253013,0,10
MeanRew_lower,9.008690963480262,0,10
MeanRew_upper,-38.166633524878705,0,10
MeanSlowdown,7.477142857142857,0,10
MeanLen+,157.51333333333332,0,10
MeanLen-,18.154425233412255,0,10
MeanEntropy,2.6439173221588135,0,10
NumTrajs,150.0,0,11
NumTimesteps,23861.0,0,11
MaxRew,-28.40204181340658,0,11
MeanRew_lower,9.636228103118423,0,11
MeanRew_upper,-39.134916622500754,0,11
MeanSlowdown,7.446258503401361,0,11
MeanLen+,159.07333333333332,0,11
MeanLen-,22.217739659010217,0,11
MeanEntropy,2.6322195529937744,0,11
NumTrajs,150.0,0,12
NumTimesteps,23078.0,0,12
MaxRew,-27.46836668537703,0,12
MeanRew_lower,10.043912855927779,0,12
MeanRew_upper,-39.27629677956448,0,12
MeanSlowdown,7.131020408163265,0,12
MeanLen+,153.85333333333332,0,12
MeanLen-,17.87190967847464,0,12
MeanEntropy,2.6427807807922363,0,12
NumTrajs,150.0,0,13
NumTimesteps,22997.0,0,13
MaxRew,-26.73275022776313,0,13
MeanRew_lower,8.455284963076195,0,13
MeanRew_upper,-37.42580377249974,0,13
MeanSlowdown,7.2450340136054425,0,13
MeanLen+,153.31333333333333,0,13
MeanLen-,16.581570760603135,0,13
MeanEntropy,2.637721538543701,0,13
NumTrajs,150.0,0,14
NumTimesteps,22894.0,0,14
MaxRew,-26.747394969277895,0,14
MeanRew_lower,10.534559419060527,0,14
MeanRew_upper,-39.00692961149239,0,14
MeanSlowdown,7.202993197278912,0,14
MeanLen+,152.62666666666667,0,14
MeanLen-,16.667951950441367,0,14
MeanEntropy,2.631162405014038,0,14
NumTrajs,150.0,0,15
NumTimesteps,23556.0,0,15
MaxRew,-27.691523565798477,0,15
MeanRew_lower,9.832069275462187,0,15
MeanRew_upper,-39.00687265104441,0,15
MeanSlowdown,7.289931972789116,0,15
MeanLen+,157.04,0,15
MeanLen-,21.3937311690442,0,15
MeanEntropy,2.6360909938812256,0,15
NumTrajs,150.0,0,16
NumTimesteps,23413.0,0,16
MaxRew,-25.79655839712838,0,16
MeanRew_lower,9.801016903561088,0,16
MeanRew_upper,-38.054730975200094,0,16
MeanSlowdown,7.43265306122449,0,16
MeanLen+,156.08666666666667,0,16
MeanLen-,18.755954313823178,0,16
MeanEntropy,2.6277387142181396,0,16
NumTrajs,150.0,0,17
NumTimesteps,23320.0,0,17
MaxRew,-27.334545344856064,0,17
MeanRew_lower,8.759934839502767,0,17
MeanRew_upper,-37.49634968146075,0,17
MeanSlowdown,7.521768707482993,0,17
MeanLen+,155.46666666666667,0,17
MeanLen-,18.57836256389555,0,17
MeanEntropy,2.620609998703003,0,17
NumTrajs,150.0,0,18
NumTimesteps,23287.0,0,18
MaxRew,-25.877050268951304,0,18
MeanRew_lower,9.433078201436754,0,18
MeanRew_upper,-36.192331248140995,0,18
MeanSlowdown,7.519591836734694,0,18
MeanLen+,155.24666666666667,0,18
MeanLen-,16.688493707408774,0,18
MeanEntropy,2.6039040088653564,0,18
NumTrajs,150.0,0,19
NumTimesteps,23187.0,0,19
MaxRew,-23.892663145333675,0,19
MeanRew_lower,9.47565819022675,0,19
MeanRew_upper,-36.63797357171252,0,19
MeanSlowdown,7.4321088435374145,0,19
MeanLen+,154.58,0,19
MeanLen-,17.934424997752227,0,19
MeanEntropy,2.6339359283447266,0,19
NumTrajs,150.0,0,20
NumTimesteps,23130.0,0,20
MaxRew,-26.34114591385185,0,20
MeanRew_lower,8.947718531799007,0,20
MeanRew_upper,-36.97663363506145,0,20
MeanSlowdown,7.349795918367347,0,20
MeanLen+,154.2,0,20
MeanLen-,17.671823146844055,0,20
MeanEntropy,2.6416563987731934,0,20
NumTrajs,150.0,0,21
NumTimesteps,23436.0,0,21
MaxRew,-23.979793323289464,0,21
MeanRew_lower,9.505626629604087,0,21
MeanRew_upper,-35.079043717618454,0,21
MeanSlowdown,7.616054421768707,0,21
MeanLen+,156.24,0,21
MeanLen-,20.93344373643923,0,21
MeanEntropy,2.627094030380249,0,21
NumTrajs,150.0,0,22
NumTimesteps,23737.0,0,22
MaxRew,-24.65010049761566,0,22
MeanRew_lower,8.958166329246643,0,22
MeanRew_upper,-36.823594494665365,0,22
MeanSlowdown,7.503537414965987,0,22
MeanLen+,158.24666666666667,0,22
MeanLen-,20.920145527430947,0,22
MeanEntropy,2.630488634109497,0,22
NumTrajs,150.0,0,23
NumTimesteps,23760.0,0,23
MaxRew,-24.51081189880532,0,23
MeanRew_lower,9.1570678113196,0,23
MeanRew_upper,-34.696007728496575,0,23
MeanSlowdown,7.804761904761905,0,23
MeanLen+,158.4,0,23
MeanLen-,20.41470058560742,0,23
MeanEntropy,2.5990023612976074,0,23
NumTrajs,150.0,0,24
NumTimesteps,23717.0,0,24
MaxRew,-26.185379981115826,0,24
MeanRew_lower,9.161217816905868,0,24
MeanRew_upper,-36.72730949738776,0,24
MeanSlowdown,7.6780952380952385,0,24
MeanLen+,158.11333333333334,0,24
MeanLen-,18.973151791120234,0,24
MeanEntropy,2.6137826442718506,0,24
NumTrajs,150.0,0,25
NumTimesteps,23284.0,0,25
MaxRew,-24.34247979296771,0,25
MeanRew_lower,9.315232463982134,0,25
MeanRew_upper,-36.10595726829292,0,25
MeanSlowdown,7.215918367346939,0,25
MeanLen+,155.22666666666666,0,25
MeanLen-,17.34441184422874,0,25
MeanEntropy,2.622784376144409,0,25
NumTrajs,150.0,0,26
NumTimesteps,23369.0,0,26
MaxRew,-24.612323446246737,0,26
MeanRew_lower,9.180148584409016,0,26
MeanRew_upper,-35.9391615609018,0,26
MeanSlowdown,7.3835374149659865,0,26
MeanLen+,155.79333333333332,0,26
MeanLen-,20.588118472124215,0,26
MeanEntropy,2.6276237964630127,0,26
NumTrajs,150.0,0,27
NumTimesteps,23030.0,0,27
MaxRew,-23.31295977507186,0,27
MeanRew_lower,8.480590252534425,0,27
MeanRew_upper,-35.07630051916305,0,27
MeanSlowdown,7.254693877551021,0,27
MeanLen+,153.53333333333333,0,27
MeanLen-,18.083755755434826,0,27
MeanEntropy,2.6292245388031006,0,27
NumTrajs,150.0,0,28
NumTimesteps,22736.0,0,28
MaxRew,-25.47069678184795,0,28
MeanRew_lower,8.88718285348299,0,28
MeanRew_upper,-36.37138012050862,0,28
MeanSlowdown,7.126394557823129,0,28
MeanLen+,151.57333333333332,0,28
MeanLen-,16.673870443168124,0,28
MeanEntropy,2.631373167037964,0,28
NumTrajs,150.0,0,29
NumTimesteps,23281.0,0,29
MaxRew,-24.209671470208015,0,29
MeanRew_lower,9.247486918123425,0,29
MeanRew_upper,-35.81535205815811,0,29
MeanSlowdown,7.226938775510204,0,29
MeanLen+,155.20666666666668,0,29
MeanLen-,21.08753080745955,0,29
MeanEntropy,2.6198275089263916,0,29
NumTrajs,150.0,0,30
NumTimesteps,23163.0,0,30
MaxRew,-22.355139200428376,0,30
MeanRew_lower,9.968610638918774,0,30
MeanRew_upper,-34.72413279496825,0,30
MeanSlowdown,7.137278911564626,0,30
MeanLen+,154.42,0,30
MeanLen-,22.515852193510245,0,30
MeanEntropy,2.625922441482544,0,30
NumTrajs,150.0,0,31
NumTimesteps,23465.0,0,31
MaxRew,-23.34805184964722,0,31
MeanRew_lower,9.318973518313939,0,31
MeanRew_upper,-34.50356665956883,0,31
MeanSlowdown,7.324761904761905,0,31
MeanLen+,156.43333333333334,0,31
MeanLen-,20.11282067626407,0,31
MeanEntropy,2.622748374938965,0,31
NumTrajs,150.0,0,32
NumTimesteps,23763.0,0,32
MaxRew,-23.36300487052513,0,32
MeanRew_lower,8.799565621205838,0,32
MeanRew_upper,-35.359086967595196,0,32
MeanSlowdown,7.332244897959184,0,32
MeanLen+,158.42,0,32
MeanLen-,18.529713075670294,0,32
MeanEntropy,2.6097488403320312,0,32
NumTrajs,150.0,0,33
NumTimesteps,23417.0,0,33
MaxRew,-23.545630053305544,0,33
MeanRew_lower,9.881058217176205,0,33
MeanRew_upper,-35.684776428499475,0,33
MeanSlowdown,7.329387755102041,0,33
MeanLen+,156.11333333333334,0,33
MeanLen-,19.917006691658152,0,33
MeanEntropy,2.6088993549346924,0,33
NumTrajs,150.0,0,34
NumTimesteps,24306.0,0,34
MaxRew,-24.642310682219712,0,34
MeanRew_lower,8.94706422041485,0,34
MeanRew_upper,-34.547814852780334,0,34
MeanSlowdown,7.680680272108844,0,34
MeanLen+,162.04,0,34
MeanLen-,29.765725255736672,0,34
MeanEntropy,2.5862152576446533,0,34
NumTrajs,150.0,0,35
NumTimesteps,23266.0,0,35
MaxRew,-23.311513331824465,0,35
MeanRew_lower,8.757248279281288,0,35
MeanRew_upper,-34.47880778592305,0,35
MeanSlowdown,7.233469387755102,0,35
MeanLen+,155.10666666666665,0,35
MeanLen-,21.360133166459637,0,35
MeanEntropy,2.6119742393493652,0,35
NumTrajs,150.0,0,36
NumTimesteps,23798.0,0,36
MaxRew,-25.59151304567781,0,36
MeanRew_lower,8.78166615722502,0,36
MeanRew_upper,-35.340698139503914,0,36
MeanSlowdown,7.360272108843537,0,36
MeanLen+,158.65333333333334,0,36
MeanLen-,18.590315280334067,0,36
MeanEntropy,2.620140552520752,0,36
NumTrajs,150.0,0,37
NumTimesteps,23227.0,0,37
MaxRew,-25.920320426687603,0,37
MeanRew_lower,9.156306516742427,0,37
MeanRew_upper,-35.267387781460265,0,37
MeanSlowdown,6.997687074829932,0,37
MeanLen+,154.84666666666666,0,37
MeanLen-,17.549068984485253,0,37
MeanEntropy,2.6386735439300537,0,37
NumTrajs,150.0,0,38
NumTimesteps,23856.0,0,38
MaxRew,-24.29522906515093,0,38
MeanRew_lower,8.740220304423335,0,38
MeanRew_upper,-34.6526831460041,0,38
MeanSlowdown,7.486258503401361,0,38
MeanLen+,159.04,0,38
MeanLen-,21.97297734339462,0,38
MeanEntropy,2.634493589401245,0,38
NumTrajs,150.0,0,39
NumTimesteps,24144.0,0,39
MaxRew,-24.404916464321378,0,39
MeanRew_lower,8.78205413784468,0,39
MeanRew_upper,-34.9158507897341,0,39
MeanSlowdown,7.425714285714286,0,39
MeanLen+,160.96,0,39
MeanLen-,31.10067094667466,0,39
MeanEntropy,2.61272931098938,0,39
NumTrajs,150.0,0,40
NumTimesteps,23598.0,0,40
MaxRew,-23.73935954164015,0,40
MeanRew_lower,9.612260843024263,0,40
MeanRew_upper,-34.37423326848645,0,40
MeanSlowdown,7.308843537414966,0,40
MeanLen+,157.32,0,40
MeanLen-,19.312282792737545,0,40
MeanEntropy,2.614147424697876,0,40
NumTrajs,150.0,0,41
NumTimesteps,24187.0,0,41
MaxRew,-23.83622139990953,0,41
MeanRew_lower,9.261022701873722,0,41
MeanRew_upper,-33.76132272211835,0,41
MeanSlowdown,7.498503401360544,0,41
MeanLen+,161.24666666666667,0,41
MeanLen-,24.932157726295753,0,41
MeanEntropy,2.611811637878418,0,41
NumTrajs,150.0,0,42
NumTimesteps,23702.0,0,42
MaxRew,-23.741679371192273,0,42
MeanRew_lower,10.170249549439484,0,42
MeanRew_upper,-34.72967722858763,0,42
MeanSlowdown,7.326530612244898,0,42
MeanLen+,158.01333333333332,0,42
MeanLen-,23.2275659986625,0,42
MeanEntropy,2.612468719482422,0,42
NumTrajs,150.0,0,43
NumTimesteps,23735.0,0,43
MaxRew,-24.440789713965305,0,43
MeanRew_lower,9.420285546365045,0,43
MeanRew_upper,-34.659086957234734,0,43
MeanSlowdown,7.390340136054422,0,43
MeanLen+,158.23333333333332,0,43
MeanLen-,25.305445176000273,0,43
MeanEntropy,2.6142466068267822,0,43
NumTrajs,150.0,0,44
NumTimesteps,24042.0,0,44
MaxRew,-23.08119610369913,0,44
MeanRew_lower,9.243989803604158,0,44
MeanRew_upper,-33.720598099220126,0,44
MeanSlowdown,7.317006802721089,0,44
MeanLen+,160.28,0,44
MeanLen-,23.46035521186043,0,44
MeanEntropy,2.6050446033477783,0,44
NumTrajs,150.0,0,45
NumTimesteps,23597.0,0,45
MaxRew,-24.184967351524314,0,45
MeanRew_lower,8.155360136489096,0,45
MeanRew_upper,-33.50481519511274,0,45
MeanSlowdown,7.379319727891157,0,45
MeanLen+,157.31333333333333,0,45
MeanLen-,22.973647705335974,0,45
MeanEntropy,2.5965869426727295,0,45
NumTrajs,150.0,0,46
